Novo,Tipo,TipoAnuncio,Rua,Metragem,Comodos,Aluguel,Total,Bairro,Cidade,Lat,Long
0,Casa em Condomínio,Nenhum,Rua Tenente-coronel Servando de Loyola E Silva,125,3,5500,6137,Barreirinha,Curitiba,-25.3654303,-49.2645686
0,Apartamento,Originals,Rua Doutor Pedrosa,34,1,2000,2961,Centro,Curitiba,-25.4377079,-49.2758775
0,Apartamento,Exclusivo,Rua João Koleski,30,1,1200,1528,Cidade Industrial,Curitiba,-25.4392812,-49.3513049
0,Casa,Exclusivo,Rua Frederico Lampe,120,1,2040,2276,Xaxim,Curitiba,-25.5025129,-49.2629022
0,Studio e kitnet,Nenhum,Rua Xxv de Dezembro,23,1,637,661,Cidade Industrial,Curitiba,-25.4932496,-49.3477964
0,Apartamento,Nenhum,Alameda Dom Pedro Ii,160,2,7270,9016,Batel,Curitiba,-25.4382558,-49.2840554
0,Casa,Exclusivo,Avenida Nossa Senhora de Lourdes,204,4,15000,15737,Jardim das Américas,Curitiba,-25.458039,-49.2248557
0,Apartamento,Exclusivo,Rua Francisco Raitani,64,3,2184,2782,Pinheirinho,Curitiba,0.0,0.0
0,Apartamento,Exclusivo,Rua Padre Germano Mayer,25,1,1050,1384,Hugo Lange,Curitiba,-25.4189892,-49.2481074
1,Apartamento,Exclusivo,Rua José de Alencar,73,2,1500,1961,Alto da Rua XV,Curitiba,-25.4322274,-49.2542633
1,Apartamento,Originals,Rua Arion Niepce da Silva,75,2,1962,2596,Portão,Curitiba,-25.4696778,-49.2918176
0,Apartamento,Nenhum,Rua Xxv de Dezembro,25,1,603,625,Cidade Industrial,Curitiba,-25.4932496,-49.3477964
0,Apartamento,Exclusivo,Rua Joaquim Augusto de Andrade,140,2,2920,3651,Jardim das Américas,Curitiba,-25.4559099,-49.2397691
0,Apartamento,Nenhum,Rua Pedro Gusso,60,2,1105,1495,Cidade Industrial de Curitiba,Curitiba,-25.4980777,-49.308256
0,Apartamento,Exclusivo,Rua Helena Andretta de Oliveira,70,3,1470,1847,Uberaba,Curitiba,-25.4860239,-49.2205157
0,Apartamento,Exclusivo,Praça General Osório,60,2,1530,2110,Centro,Curitiba,-25.433039649999998,-49.27594792083579
0,Casa,Nenhum,Rua da Trindade,200,2,2480,2722,Cajuru,Curitiba,-25.4549734,-49.2024927
0,Apartamento,Exclusivo,Rua Nova Aurora,42,2,1011,1298,Sítio Cercado,Curitiba,-25.548734,-49.2700484
1,Apartamento,Nenhum,Rua Joaquim Augusto de Andrade,85,3,2200,2780,Jardim das Américas,Curitiba,-25.4559099,-49.2397691
0,Studio e kitnet,Exclusivo,Rua Wellington de Oliveira Vianna,47,1,1200,1780,Centro Cívico,Curitiba,-25.4088758,-49.2708284
1,Apartamento,Nenhum,Avenida Marechal Humberto de Alencar Castelo Branco,65,3,1800,2198,Cristo Rei,Curitiba,-25.4342741,-49.2367906
0,Apartamento,Nenhum,Avenida Sete de Setembro,32,1,850,1271,Rebouças,Curitiba,-25.4401194,-49.2729475
0,Apartamento,Nenhum,Rua da Paz,40,1,1088,1585,Centro,Curitiba,-25.4305108,-49.2582699
0,Apartamento,Exclusivo,Rua Mariano Torres,32,1,1105,1565,Centro,Curitiba,-25.4338681,-49.261074
0,Apartamento,Exclusivo,Avenida Presidente Wenceslau Braz,30,1,950,1305,Fanny,Curitiba,-25.4715282,-49.2595189
0,Casa em Condomínio,Nenhum,Rua Joaquim Telêmaco Carneiro,35,1,870,1048,Santa Cândida,Curitiba,-25.3808865,-49.2339108
0,Casa em Condomínio,Nenhum,Rua Simão Brante,170,2,2620,2921,Uberaba,Curitiba,-25.487123,-49.2274201
0,Apartamento,Nenhum,Estrada Guilherme Weigert,50,2,1402,1752,Santa Cândida,Curitiba,-25.3564984,-49.2368355
0,Studio e kitnet,Originals,Rua Doutor Reynaldo Machado,20,1,1749,2002,Prado Velho,Curitiba,-25.4514065,-49.2563949
0,Apartamento,Exclusivo,Rua Hugo Zen,10,2,500,1019,São Domingos,Curitiba,0.0,0.0
0,Apartamento,Nenhum,Rua Expedicionário Claudio Joay,42,2,840,870,Sítio Cercado,Curitiba,-25.55601,-49.2513831
0,Apartamento,Nenhum,Rua Thereza Lopes Skroski,48,2,833,1130,Santa Cândida,Curitiba,-25.3511016,-49.2343564
0,Apartamento,Exclusivo,Rua Francisco Timóteo de Simas,62,3,2800,3211,Uberaba,Curitiba,-25.4804625,-49.2276138
0,Apartamento,Exclusivo,Rua Engenheiro Costa Barros,70,2,1123,1221,Cajuru,Curitiba,-25.448981,-49.2161945
1,Apartamento,Nenhum,Rua Amintas de Barros,60,2,1400,2041,Centro,Curitiba,-25.4258561,-49.2606081
0,Studio e kitnet,Originals,Rua Padre Giácomo Cusmano,38,1,1570,2090,Campina do Siqueira,Curitiba,-25.4370317,-49.3068764
0,Casa,Nenhum,Rua Felipe Morlotti,102,3,2398,2535,Santa Cândida,Curitiba,-25.3660684,-49.2076404
0,Studio e kitnet,Nenhum,Rua Aristides Borsato,33,1,779,959,Fazendinha,Curitiba,-25.480518,-49.3152033
0,Apartamento,Nenhum,Rua João Koleski,31,1,1300,1652,Cidade Industrial,Curitiba,-25.4392812,-49.3513049
0,Apartamento,Exclusivo,Rua Olívio Domingos Leonardi,49,2,700,1085,Sítio Cercado,Curitiba,-25.5463474,-49.2685492
0,Apartamento,Nenhum,Avenida Presidente Affonso Camargo,100,3,1340,2150,Cristo Rei,Curitiba,-25.4394958,-49.2374529
0,Apartamento,Nenhum,Rua São João,70,3,2000,2373,Tingui,Curitiba,-25.3776652,-49.2207746
0,Apartamento,Nenhum,Rua São João,70,3,1870,2238,Tingui,Curitiba,-25.3776652,-49.2207746
1,Apartamento,Nenhum,Rua Padre Agostinho,98,2,3000,3764,Bigorrilho,Curitiba,-25.4333504,-49.303774
0,Casa,Nenhum,Rua Cambira,38,1,750,1306,Xaxim,Curitiba,-25.5279583,-49.2594036
0,Casa,Nenhum,Rua Augusto Pinto Borba,20,1,500,591,Cajuru,Curitiba,-25.466999,-49.1933071
1,Apartamento,Exclusivo,Estrada Guilherme Weigert,53,3,1000,1351,Santa Cândida,Curitiba,-25.3564984,-49.2368355
0,Studio e kitnet,Exclusivo,Rua Adão Sobocinski,29,1,1140,1467,Cristo Rei,Curitiba,-25.4367529,-49.2370395
0,Casa,Nenhum,Rua Agenor Antônio Rodrigues,45,1,760,804,Sítio Cercado,Curitiba,-25.5432168,-49.2566174
0,Apartamento,Exclusivo,Alameda Cabral,140,3,1700,2642,São Francisco,Curitiba,-25.4256695,-49.279772
0,Casa,Nenhum,Rua Marcelino Iachinski,190,4,4100,4340,Novo Mundo,Curitiba,0.0,0.0
0,Apartamento,Nenhum,Rua Pedro Gusso,50,3,1190,1673,Capão Raso,Curitiba,-25.4966487,-49.296573
0,Casa,Exclusivo,Rua Angelina Turesso Cavalim,52,1,970,1010,Cidade Industrial de Curitiba,Curitiba,-25.5145843,-49.3258214
0,Apartamento,Nenhum,Rua Alferes Ângelo Sampaio,40,1,1207,1643,Batel,Curitiba,-25.4416848,-49.2834011
1,Casa,Exclusivo,Rua Madre Leonie,750,4,15000,16883,Jardim Social,Curitiba,-25.4256567,-49.2402652
0,Apartamento,Nenhum,Rua Ayrton Turra,42,2,1100,1431,Cajuru,Curitiba,-25.4716215,-49.2015632
0,Studio e kitnet,Originals,Rua Doutor Reynaldo Machado,18,1,1275,1583,Prado Velho,Curitiba,-25.4514065,-49.2563949
0,Casa,Exclusivo,Rua João Batista Trentin,80,2,1350,1418,Bacacheri,Curitiba,-25.3849123,-49.2274062
0,Studio e kitnet,Exclusivo,Rua Wellington de Oliveira Vianna,38,1,1475,1998,Centro Cívico,Curitiba,-25.4088758,-49.2708284
0,Studio e kitnet,Exclusivo,Rua Gustavo Rattman,60,1,935,2019,Bacacheri,Curitiba,-25.4103923,-49.2224888
0,Studio e kitnet,Exclusivo,Rua Pastor Antônio Cardona de Aguiar,28,1,850,881,Novo Mundo,Curitiba,0.0,0.0
0,Apartamento,Originals,Rua Xv de Novembro,38,1,2300,2943,Alto da Rua XV,Curitiba,-25.4264217,-49.2574834
0,Apartamento,Exclusivo,Rua Peru,120,2,3400,4905,Bacacheri,Curitiba,-25.4055032,-49.2420326
0,Apartamento,Originals,Rua Recife,392,4,4500,10093,Cabral,Curitiba,-25.4079874,-49.2480424
0,Apartamento,Exclusivo,Avenida República Argentina,62,2,2800,3523,Portão,Curitiba,-25.4756002,-49.2919621
0,Apartamento,Nenhum,Rua Doutor Pedrosa,70,2,1743,2474,Centro,Curitiba,-25.4377079,-49.2758775
0,Apartamento,Exclusivo,Rua Nunes Machado,76,2,1152,3819,Centro,Curitiba,-25.438058,-49.2751876
0,Apartamento,Originals,Rua Governador Agamenon Magalhães,36,1,1360,1853,Cristo Rei,Curitiba,-25.438507,-49.2376729
0,Apartamento,Exclusivo,Rua Alferes Ângelo Sampaio,40,1,1460,1564,Bigorrilho,Curitiba,-25.4362662,-49.2880479
0,Apartamento,Nenhum,Rua Xxv de Dezembro,60,2,790,819,Cidade Industrial,Curitiba,-25.4932496,-49.3477964
0,Apartamento,Exclusivo,Alameda Doutor Carlos de Carvalho,120,3,1317,2526,Centro,Curitiba,-25.43191,-49.2770772
0,Casa,Nenhum,Rua João Sikora,50,1,680,707,Umbará,Curitiba,-25.5505904,-49.2909049
0,Apartamento,Exclusivo,Rua Júlio Graf,220,2,1700,2762,Vista Alegre,Curitiba,-25.4126004,-49.2962343
0,Apartamento,Exclusivo,Rua Mateus Leme,85,1,1200,1669,Centro Cívico,Curitiba,-25.4144898,-49.2712972
0,Casa,Exclusivo,Rua Professor Omar Gonçalves da Motta,145,3,3590,3782,Boa vista,Curitiba,-25.3849386,-49.2417491
0,Apartamento,Exclusivo,Rua Pará,101,3,3360,3961,Portão,Curitiba,-25.4716795,-49.2894971
0,Casa,Exclusivo,Rua Doutor Estevam Ribeiro de Souza Netto,30,1,590,614,Cajuru,Curitiba,-25.4443084,-49.2193869
0,Apartamento,Exclusivo,Rua Padre Anchieta,45,1,1420,2134,Bigorrilho,Curitiba,-25.4313972,-49.2954601
0,Apartamento,Nenhum,Praça General Osório,132,3,1800,3111,Centro,Curitiba,-25.433039649999998,-49.27594792083579
1,Apartamento,Nenhum,Rua da Constituicão,45,1,1200,1639,Pinheirinho,Curitiba,-25.5222413,-49.3007726
1,Studio e kitnet,Nenhum,Rua Desembargador Motta,35,1,1000,1347,Bigorrilho,Curitiba,-25.4349581,-49.2832276
0,Apartamento,Exclusivo,Br-116,50,2,1530,2025,Bairro Alto,Curitiba,-26.0834418,-49.7752493
0,Apartamento,Exclusivo,Travessa Nestor de Castro,50,1,1100,1578,Centro,Curitiba,-25.4282286,-49.27214
0,Studio e kitnet,Nenhum,Rua Martim Afonso,38,1,1050,1356,Mercês,Curitiba,-25.4279786,-49.2835392
0,Casa,Exclusivo,Rua Miguel Caluf,70,2,1250,1301,Cajuru,Curitiba,-25.4642399,-49.2154386
1,Apartamento,Exclusivo,Rua Domingas Nicco,90,2,2900,3722,Mossunguê,Curitiba,-25.4352835,-49.3364889
0,Studio e kitnet,Originals,Rua Doutor Reynaldo Machado,17,1,1300,1599,Prado Velho,Curitiba,-25.4514065,-49.2563949
0,Apartamento,Exclusivo,Rua João Bonat,57,2,1023,1435,Novo Mundo,Curitiba,-25.4942052,-49.3029541
0,Apartamento,Exclusivo,Rua Luiz Ronaldo Canalli,55,3,1360,1907,Campo Comprido,Curitiba,-25.4619957,-49.3323697
0,Apartamento,Nenhum,Avenida Presidente Affonso Camargo,100,3,1460,2275,Cristo Rei,Curitiba,-25.4394958,-49.2374529
0,Apartamento,Originals,Rua Francisco Derosso,60,2,1617,2134,Xaxim,Curitiba,-25.4965204,-49.2733477
0,Apartamento,Exclusivo,Rua Doutor José Palú,84,3,1500,2055,Novo Mundo,Curitiba,-25.4827251,-49.2883819
0,Apartamento,Exclusivo,Rua Desembargador Motta,52,2,1580,1972,Água Verde,Curitiba,-25.4463791,-49.2756051
1,Apartamento,Exclusivo,Avenida Sete de Setembro,34,1,859,1281,Rebouças,Curitiba,-25.4401194,-49.2729475
0,Studio e kitnet,Originals,Rua Doutor Reynaldo Machado,18,1,1280,1558,Prado Velho,Curitiba,-25.4514065,-49.2563949
0,Apartamento,Exclusivo,Rua Alberto Otto,50,2,680,979,Santa Cândida,Curitiba,-25.3550711,-49.2478175
0,Casa,Exclusivo,Rua Inácio Lustosa,450,5,3500,3863,São Francisco,Curitiba,-25.4241811,-49.2707399
1,Apartamento,Nenhum,Rua Sebastião Malucelli,40,3,900,1312,Novo Mundo,Curitiba,-25.4881568,-49.2996523
0,Apartamento,Nenhum,Avenida Silva Jardim,134,3,1650,2167,Água Verde,Curitiba,-25.4462233,-49.2848134
0,Apartamento,Exclusivo,Rua Thereza Lopes Skroski,58,2,600,922,Santa Cândida,Curitiba,-25.3511016,-49.2343564
0,Apartamento,Nenhum,Rua Engenheiro Niepce da Silva,79,2,1615,2223,Portão,Curitiba,-25.471324,-49.292618
0,Studio e kitnet,Nenhum,Rua João Domachoski,30,1,1460,1797,Mossunguê,Curitiba,-25.4333314,-49.3252915
0,Casa,Nenhum,Rua Tunísia,74,3,1308,1361,Cajuru,Curitiba,-25.4676137,-49.2000085
0,Apartamento,Exclusivo,Rua Equador,94,3,2800,3401,Bacacheri,Curitiba,-25.4065243,-49.2391993
0,Casa,Exclusivo,Rua Professor Zildo Manoel da Cruz,400,5,10000,10740,Portão,Curitiba,-25.4676906,-49.2967837
0,Apartamento,Exclusivo,Rua Jair Coelho,49,2,950,1313,Cidade Industrial,Curitiba,-25.493867,-49.3490014
1,Studio e kitnet,Exclusivo,Rua Pedro Ivo,35,1,1200,1590,Centro,Curitiba,-25.432472,-49.2668289
0,Apartamento,Exclusivo,Rua Professor Algacyr Munhoz Mader,45,2,510,875,Cidade Industrial de Curitiba,Curitiba,-25.4956755,-49.3223195
0,Apartamento,Exclusivo,Rua Coronel Domingos Theodorico de Freitas,34,2,1200,1504,Sítio Cercado,Curitiba,-25.5454217,-49.2660533
0,Apartamento,Nenhum,Rua João Nicoletti Daros,30,1,630,716,Xaxim,Curitiba,-25.5047697,-49.2792973
0,Apartamento,Nenhum,Rua Estados Unidos,28,1,1350,1653,Bacacheri,Curitiba,-25.4010592,-49.246069
0,Apartamento,Exclusivo,Rua Luiz Barreto Murat,35,1,1123,1303,Bairro Alto,Curitiba,-25.4127337,-49.2126508
0,Studio e kitnet,Exclusivo,Rua Pedro Ivo,35,1,1596,1992,Centro,Curitiba,-25.432472,-49.2668289
0,Apartamento,Nenhum,Rua Quintino Bocaiúva,120,3,2600,3840,Cabral,Curitiba,-25.4052883,-49.2511522
0,Apartamento,Originals,Rua Padre Agostinho,95,3,3500,4275,Bigorrilho,Curitiba,-25.4333504,-49.303774
1,Apartamento,Exclusivo,Rua Howell Lewis Fry,47,2,525,861,Cachoeira,Curitiba,-25.3501209,-49.2505325
0,Apartamento,Exclusivo,Rua Rio Japurá,40,1,676,1005,Bairro Alto,Curitiba,-25.3994498,-49.2007792
0,Studio e kitnet,Nenhum,Desconhecida,35,1,790,1119,Rua Carlos Klemtz,69 - Fazendinha,0.0,0.0
0,Apartamento,Originals,Desconhecida,58,3,1150,1515,Santa Cândida,Curitiba,0.0,0.0
0,Apartamento,Nenhum,Rua Urbâno Lopes,240,4,4220,5731,Cristo Rei,Curitiba,-25.4416562,-49.2350444
0,Casa em Condomínio,Nenhum,Rua João Guariza,280,4,4650,4980,São Lourenço,Curitiba,-25.3912784,-49.2639775
0,Apartamento,Exclusivo,Rua Pedro Gusso,50,3,1106,1596,Capão Raso,Curitiba,-25.4966487,-49.296573
0,Apartamento,Exclusivo,Rua Nicanor do Rosário,48,3,950,984,Pinheirinho,Curitiba,-25.5310713,-49.2819912
0,Casa,Nenhum,Rua Deocleciano de Paula Xavier,148,3,3300,3554,Pilarzinho,Curitiba,-25.3924786,-49.2810863
1,Apartamento,Nenhum,Rua Doutor Luiz Losso Filho,40,1,850,905,Novo Mundo,Curitiba,-25.4935516,-49.3111262
0,Apartamento,Exclusivo,Avenida Presidente Getúlio Vargas,68,2,1585,2052,Água Verde,Curitiba,-25.4537144,-49.2947912
0,Studio e kitnet,Nenhum,Rua Raymundo Nina Rodrigues,20,1,640,664,Cajuru,Curitiba,-25.4466992,-49.2175941
0,Apartamento,Originals,Rua Riachuelo,17,1,1380,1905,Centro,Curitiba,-25.4283612,-49.2693666
0,Apartamento,Nenhum,Estrada Delegado Bruno de Almeida,44,2,1090,1433,Tatuquara,Curitiba,-25.5652303,-49.315154
1,Apartamento,Exclusivo,Rua Reinaldo Stocco,53,2,2000,2411,Pinheirinho,Curitiba,-25.5164349,-49.287303
0,Studio e kitnet,Originals,Avenida Visconde de Guarapuava,33,1,1670,2091,Centro,Curitiba,-25.4375075,-49.2706303
1,Apartamento,Nenhum,Rua Desembargador Vieira Cavalcanti,55,3,1100,1501,São Francisco,Curitiba,-25.4220722,-49.2792051
0,Apartamento,Exclusivo,Rua Mario Zanlorenzi,48,2,970,1276,Campo Comprido,Curitiba,-25.4593741,-49.3290603
0,Casa,Exclusivo,Rua Mandirituba,120,3,2900,3146,Pinheirinho,Curitiba,0.0,0.0
0,Apartamento,Exclusivo,Rua Euclides da Cunha,31,1,724,1068,Bigorrilho,Curitiba,-25.4300744,-49.300239
0,Apartamento,Nenhum,Avenida Sete de Setembro,50,2,1238,1750,Rebouças,Curitiba,-25.4401194,-49.2729475
0,Apartamento,Nenhum,Rua Marechal Deodoro,70,2,952,1665,Centro,Curitiba,-25.4322577,-49.2717199
0,Apartamento,Nenhum,Rua João Domachoski,47,2,2175,2796,Mossunguê,Curitiba,-25.4333314,-49.3252915
1,Apartamento,Nenhum,Avenida Sete de Setembro,50,2,966,1465,Rebouças,Curitiba,-25.4401194,-49.2729475
1,Apartamento,Nenhum,Travessa Nestor de Castro,80,1,1200,1774,Centro,Curitiba,-25.4282286,-49.27214
0,Studio e kitnet,Originals,Rua Professor Fábio de Souza,27,1,1056,1544,Seminário,Curitiba,0.0,0.0
0,Apartamento,Nenhum,Rua Alberto Otto,55,2,630,956,Santa Cândida,Curitiba,-25.3550711,-49.2478175
1,Apartamento,Exclusivo,Rua Birmânia,45,2,1100,1428,Cajuru,Curitiba,-25.466997,-49.2050227
0,Studio e kitnet,Nenhum,Rua Mauá,40,1,890,1242,Alto da Glória,Curitiba,-25.4219561,-49.2572035
0,Apartamento,Exclusivo,Rua Juvenal Carvalho,45,2,920,1364,Campo Comprido,Curitiba,0.0,0.0
0,Apartamento,Exclusivo,Rua Mário Chalbaud Biscaia,66,3,1040,1574,Novo Mundo,Curitiba,0.0,0.0
0,Apartamento,Nenhum,Rua Izabel Gomes Posselt,51,2,800,1079,Alto Boqueirão,Curitiba,-25.5288114,-49.2558141
0,Studio e kitnet,Exclusivo,Rua Cruz Machado,49,1,600,1027,Centro,Curitiba,-25.4315449,-49.2783151
0,Apartamento,Originals,Rua Felisbino Passos,55,2,1747,2133,Tingui,Curitiba,-25.3838928,-49.2185824
0,Casa,Nenhum,Rua Padre Francisco João Azevedo,264,4,3455,3771,Jardim Botânico,Curitiba,-25.4431104,-49.2478824
0,Studio e kitnet,Exclusivo,Rua Doutor Reynaldo Machado,19,1,1290,1567,Prado Velho,Curitiba,-25.4514065,-49.2563949
0,Apartamento,Nenhum,Rua Guilherme Mazeto,44,2,927,1164,Pinheirinho,Curitiba,-25.5078312,-49.2891743
1,Apartamento,Exclusivo,Rua Reinaldo Stocco,50,2,1400,1818,Pinheirinho,Curitiba,-25.5164349,-49.287303
0,Apartamento,Nenhum,Rua Mateus Leme,57,2,1136,1465,São Francisco,Curitiba,-25.4219962,-49.2708218
1,Apartamento,Exclusivo,Rua Guararapes,40,1,918,1411,Vila Izabel,Curitiba,-25.4574471,-49.2902096
0,Casa,Exclusivo,Rua São Francisco Xavier,90,3,1000,1066,Pilarzinho,Curitiba,-25.3905579,-49.3025
0,Apartamento,Exclusivo,Rua Mateus Leme,67,3,1261,1557,São Francisco,Curitiba,-25.4219962,-49.2708218
1,Casa,Exclusivo,Rua Pinheiro Guimarães,145,3,3200,3472,Portão,Curitiba,-25.4682755,-49.3079128
1,Apartamento,Nenhum,Rua Doutor Luiz Losso Filho,138,3,2200,2430,Novo Mundo,Curitiba,-25.4935516,-49.3111262
1,Studio e kitnet,Nenhum,Rua Nicolau Maeder,25,1,1800,2574,Alto da Glória,Curitiba,-25.4172444,-49.2612874
1,Apartamento,Originals,Rua José Clementino Bettega,58,2,2200,2816,Capão Raso,Curitiba,-25.4994147,-49.2992511
1,Apartamento,Exclusivo,Rua José Breda Sobrinho,49,2,1300,1677,Pinheirinho,Curitiba,-25.5307117,-49.2946112
1,Casa,Nenhum,Rua Alexandre Dalcuch,180,4,5500,5787,Bacacheri,Curitiba,-25.3983104,-49.2177961
1,Casa em Condomínio,Nenhum,Rua Conde São João das Duas Barras,100,4,3000,3164,Boqueirão,Curitiba,-25.4911268,-49.2579355
1,Casa,Nenhum,Rua Município de Enéas Marquês,150,3,1450,1509,Fazendinha,Curitiba,0.0,0.0
